,word,tfidf
32465,子午,0.0976320797489
24319,子午线,0.0976320797489
28093,平等互利,0.09762891326381
150,督导,0.09758207473693
22894,长空,0.09757319913399999
9823,飞速,0.09754229588242999
5202,噪声污染,0.09752657883771
6467,来信,0.09750582379692
24971,干净,0.09750109915752
24098,体形,0.09748367470184
3592,铅锭,0.097481425684
5989,器具,0.09747989126765
19998,老同志,0.09743045499765
30712,保守,0.09740425729013999
22040,重心,0.09736779491966999
33180,尽职尽责,0.09733516047321
32911,持之以恒,0.09731754703486001
7880,检测仪,0.09729972642518
27298,初始,0.09729470880198
4288,兖矿,0.0972940812167
18784,师傅,0.09728111049585
11468,制出,0.0972552414856
26705,跨国,0.09725267155518999
14787,播放,0.09725080106423001
18583,小分队,0.0972178011418
2470,用来,0.09718682085176002
25381,排上,0.09716361534227
17751,办好事,0.097149591023
3037,决算,0.09714085580007
1706,总值,0.09709232698354998
5387,清华大学,0.09707762597825
28840,渗透到,0.09706904801086999
30044,新科,0.09705527689587
10937,油烟,0.09705405027364002
21045,社会治安,0.09701704594821
15830,数十,0.09700845457120001
5676,任重道远,0.09700594532188
14677,本埠,0.0969965365115
2007,西西,0.0969950399428
18225,日产,0.09698633788591
18853,南方电网,0.09698254061494001
29285,胜利,0.09696818293213999
7679,预处理,0.09694339656377002
32217,职工宿舍,0.09692594756235001
16191,行驶,0.09690218930262
25736,分支,0.09688900018492001
14447,为着,0.09687442539173
19410,强制性,0.09685894240579
23603,致富,0.09685282753248001
23194,已向,0.09681175661281
24213,压延,0.09681171732065
5697,作法,0.09680815239320001
7210,东部,0.09676891798750002
2970,四十,0.09676480822759001
25570,多重,0.09672786588221
32931,砂浆,0.09670854999068002
12400,同位,0.09667763268244
6298,实战,0.09666984403537
4500,精细化工,0.09666979075747
14919,冠军,0.09665167994735
34379,权证,0.09664319098082
3654,树木,0.09663764094164001
20624,解困,0.09662568276006
9479,优秀成果,0.09652409598267002
4578,任期,0.09651649918061998
14751,取代,0.09651293215773002
6849,钢城,0.09648390294768
823,定将,0.09647541804499
22064,中下游,0.09644215302645001
20968,频繁,0.09643037215574002
19694,中风,0.09642403742316
4552,就业人数,0.09642235200422998
1133,能源开发,0.09640335248375
21720,储运,0.09639315728026
6599,督察,0.09637416215987
19190,后年,0.09635805053287
3983,大学毕业,0.09634208672449
17950,付诸,0.09630819884433
18523,风气,0.0963070628494
22545,免验,0.09629401469690001
25544,市电,0.09628251322532001
4159,查报,0.09626564714928999
2779,整体利益,0.09625918212158001
32582,亮点,0.09625312112523998
3344,于今,0.09623556008167
14682,那些,0.09622943558010999
5160,精益求精,0.0962251835116
19746,下乡,0.09621410535885001
13609,细胞,0.09621347460931
7831,要使,0.09621049218265
15832,筹资,0.09619664617365999
7408,覆盖全国,0.09619342967314999
20754,健身活动,0.09619237919554001
431,作业条件,0.09617591491999002
106,一条龙,0.09614381266595
31758,三九医药,0.0961248517246
24975,前往,0.09610647872481001
25335,配体,0.09610286659737
20312,全面推广,0.09610053708785
4812,水龙,0.09609341495189999
11463,生情,0.09608421340168999
6433,强降雨,0.09606669843003
29722,钳工,0.09605699664995
6400,水监,0.09604523477033998
9691,巷道,0.09604514729333001
24101,述职,0.09603214523443002
31316,息息相关,0.0960284304661
18370,转移,0.09602525196951
1300,该报,0.0960222899562
33254,乐章,0.09598470494498999
18141,工业用水,0.09598290831478001
9730,悉心,0.09597462189184001
31895,增多,0.09594469653738
1212,汽油,0.09590345995305999
5554,协作关系,0.09590168112087
8359,宣传部,0.09589151929316002
24320,行销,0.09586098698202
30923,市名,0.0958599637616
13008,加剧,0.09585407017078999
33197,代扣,0.09584997750548
9434,行进,0.09581532794063999
15465,质疑,0.0957900977721
25587,产成品,0.09578473487809
968,海关,0.09578450158495999
28995,节油,0.09577373684176001
17659,商业保险,0.09574982694022999
18673,工会主席,0.09572451108555
8943,等到,0.09569452986688999
10869,六项,0.09569108538331
6723,依赖,0.09568086440915001
18942,更名,0.09568021958175002
8260,立式,0.09566153507302
10307,业务知识,0.09565313670239001
18749,代缴,0.09563009095821001
26314,液氨,0.09560747611402
12308,电容器,0.0955879246546
30955,因地制宜,0.09554675240973999
13050,制宜,0.09554675240973999
23119,甘肃省,0.09554525815869999
29248,访问,0.09554488241484999
12742,司机,0.09553824896590998
19381,无限,0.09551826156259
28555,身体素质,0.09549351416683999
8489,力拼,0.09549176568050001
26282,报效,0.09547802124447999
34147,府上,0.09546606212993
15394,实实地,0.09545889469416
32290,探亲,0.09545618588276
24284,外界,0.0954125015619
22980,机遇期,0.09539308014055001
20620,下基层,0.09534851372245
32162,销售市场,0.09533805005128
23267,定定,0.09532685409867
30139,回采,0.09532133548924
34292,升至,0.09531433812525
20608,条规,0.09530507519454
11931,兵器工业,0.09526661178580001
17172,念及,0.0952463333446
1541,试用,0.09523224727713
24281,电子商务,0.09522656559265999
26614,受训,0.09519056552408
2518,党和国家,0.09516104161143
15478,钢铁工业,0.09515299990840001
24977,装配,0.09514796055822
8046,业扩,0.09512629229593
25207,酸碱,0.09510038473488
5770,重油,0.09508586784396
14593,应用领域,0.09508506468994002
27636,艺术团,0.09506076698143999
11894,高度负责,0.09505243403745
12169,高速铁路,0.09504789194513999
13780,降噪,0.09502646296523
6886,建功立业,0.09501770946197
31249,精湛,0.09501535033512999
24733,定人,0.09499820400386
6682,拉萨,0.094975808852
14309,队长,0.09495418709091
18101,分维,0.09493030275674999
10848,三八节,0.09491652372263001
21934,第一期,0.09488651246063001
3798,上解,0.09486036206106999
15747,区域环境,0.09485698878279
18734,中出,0.09483858577376998
22144,财务数据,0.09483644621749
33286,证券杯,0.09482229267124999
24226,完好率,0.09480348651784
33006,当成,0.09479605285748
14257,净化系统,0.09476602121385
871,薄膜,0.09475224081955
2021,袭击,0.09470709208108999
11728,过招,0.09468505817168998
21794,建设银行,0.09468194079570999
7309,面面,0.09464319376529001
11238,两种,0.09463256732336
16429,性疾病,0.0946231769505
6578,试车,0.09460505401834
17879,低保,0.09458481713801001
2969,熔窑,0.0945808286665
20582,万家,0.09457165480459
15105,交割日,0.0945624597427
13849,确权,0.0945624597427
24601,家口,0.09455412642924
23667,轻松,0.09453866863851
2354,起开,0.09450302648215
14940,放置,0.0944918845624
30302,安化,0.09448962194150001
19134,鞭策,0.0944816500121
32601,助老,0.0944790165451
673,签名,0.09447217249481
28472,威胁,0.09445664799666001
11733,爱岗敬业,0.09444818554798
3670,利比亚,0.0944292740461
33079,工业炉,0.09442514571889
26384,赶超,0.09441800268611
24927,三公,0.09440282278923
12578,问责制,0.09439984520143
14503,特等,0.09438590312089999
2815,四条,0.09437104825372
28348,物种,0.09437048113127999
11526,第三部,0.09435826971251
8332,防渗,0.09435380463101
27687,朝阳,0.09434250292634
31682,绿地率,0.09431719407826
25049,伤残,0.09426964061555002
14118,答题,0.09425383157081
31683,审计署,0.09424784422017
25508,金属产品,0.09423869622841
21541,放流,0.0942345042429
21376,注塑,0.09422941879961999
10747,同生,0.09418825460948001
19896,流产,0.09417765465898002
7955,不出,0.09417683894099
12181,以期,0.09417599161830001
26456,牌号,0.0941508666036
32828,一集,0.09414900172483
7038,倾销,0.09411390907966999
33485,尊重人才,0.09410717526673998
28377,创世,0.09404159455239999
32786,谋利,0.0940386511358
12434,脚踏实地,0.09402959419754
4080,研究员,0.09402491041759
26871,保持稳定,0.0940073063123
3941,爱国,0.0940018881888
15829,大内,0.09399718805846
8941,违反规定,0.0939744187831
3704,全套,0.09395867641066999
31039,战略思想,0.09395170370540001
13981,保证金,0.09390746735632
21185,衔接,0.09389634338557
816,要务,0.09389545764889
31637,全球性,0.09389471290652998
7587,盐水,0.09389321031842
18351,工作日,0.09388554718355
4989,待人,0.09388387475546
24067,技术职称,0.09387609646105001
6073,一堂,0.09386835623474
13573,政治责任,0.0938633067429
20329,会风,0.09384486846627
4279,消声,0.09383445181272
28077,各区,0.09382688731154999
19553,生理,0.09382379399223001
17780,十九日,0.09377263855776001
71,学位,0.09377168500997
5722,民主决策,0.09371909694128001
9175,恒源,0.0936574213387
17493,休闲,0.09365381662656
5002,回款,0.0936449988673
34308,落实到人,0.0935970761337
5152,花样,0.09357256093348001
31714,秘书处,0.093555170233
7423,正气,0.09349801276893001
22987,台州,0.0934878557115
2503,机油,0.09347577246131
20911,液体,0.09347550518835
25097,一把手,0.09346970691081
29664,把手,0.09346970691081
14683,一把,0.09346970691081
826,光华,0.09344605381012
33009,标志性,0.0934445694871
11142,新一代,0.09344323184416
24692,评优,0.09343819639326
20962,放水,0.09339451923566
12479,管工,0.0933903946183
21575,降成,0.09336229523404
21826,重重困难,0.09332914026581
27054,涤纶,0.09330827770918
27423,拿到,0.09328421825384
340,制取,0.09324272216626
23754,党建,0.09322702615355001
20914,巡回检查,0.09322434314227
5810,商誉,0.09321791117799
28038,短绒,0.0931680359468
23116,功夫,0.0931321546105
9202,合格证,0.09311976951825
17024,绝大,0.09309331987759
16616,较重,0.09308775490292999
11280,高节,0.09308587516329
24251,空航,0.0930573777199
14054,铝厂,0.09305713968309
27553,非政府,0.09305138106161
4954,堵塞,0.09304743014346999
24464,长流,0.0930443302953
4196,长流水,0.0930443302953
20519,常安,0.09304346160027001
32579,检查指导,0.09304072565134999
19404,税法,0.09303827829303998
28981,项目组,0.09300755527315002
18685,单项,0.09300241201601
33035,师资,0.0929980710619
31486,溶剂,0.09299805213876
33708,沉淀池,0.09295070136639999
124,酷暑,0.09293526576716998
31021,质量观,0.09292881286382
16005,企业名单,0.09288405329844
23795,继电保护,0.09287060782842
25929,放眼,0.0928447319976
13662,创造性地,0.09284152742056
19087,超细,0.09281459602218
33955,健康人,0.092799417682
3436,全日,0.09278865924724
26888,互动关系,0.09276266240579999
25245,本价,0.09275187603465002
28542,热点问题,0.09271947133364002
9278,第十五,0.09271842769955
9544,交联,0.09271793042417001
15088,村镇,0.0927042634737
26298,生活品质,0.09268315371482
5429,水土流失,0.09265789737609
26755,风雨,0.09263801618224
23070,加油站,0.0926297030578
2564,腐败体系,0.09261666687581
31046,缺乏,0.09261607821692999
22499,口罩,0.0926056611481
21390,一季,0.09251936006057002
27080,休息区,0.09251256773480002
18977,汽车产业,0.09247488023951
1143,科技人才,0.09245430327609999
15821,中年,0.09244978935343999
1421,操作工,0.09235349070634
9347,工地,0.09234497223778
31940,传媒,0.09234054945589
14197,开地,0.09233906986673
18259,大举,0.09233754483067001
32374,肿瘤,0.09232356835630999
22427,中部,0.09230442743311999
24906,跟进,0.09229558650096
1989,铝粉,0.09229379687940001
4948,钼矿,0.0922252578615
21424,氧化钼,0.0922252578615
17663,保护性,0.0922252578615
22004,启用,0.09221823001194
7804,已是,0.09220822173457999
10662,精制,0.0921959584606
17130,大胆,0.09218786381919
14959,十一日,0.09218716635525999
21143,本利,0.09218028892797
20922,中共中央,0.09217471983625998
3904,熔铸工,0.0921295049501
3756,自豪感,0.09211172706001
6924,中冶,0.09210096026752
32793,审阅,0.09207725577628
8907,片区,0.09206963950168001
139,胜任,0.09206185128929001
19825,院办,0.09203514248366002
12190,国务院办公厅,0.09203514248366002
30074,中西,0.09202852610149001
25985,既为,0.09201600092925
9983,预警机,0.09195140993412
27025,桂林,0.09192315250460001
29536,地平,0.091892625522
3009,调温,0.09186659656060998
22219,新车,0.0918551339393
24313,远景,0.09181920990714999
30490,进军,0.09179418992482001
22726,落实工作,0.09175313878192
16085,环星,0.0917408668204
32878,篮球队,0.09172205741674
26506,销售业,0.09169170316957
486,材质,0.09168330022351999
28755,崭新,0.09168169363767999
920,群体性,0.0916728149279
8346,厂用电,0.09165345982529
28336,回转,0.09158103853663
26162,回转窑,0.09158103853663
23139,干燥,0.09157128268900999
12910,通工,0.09156652885212
21758,检测点,0.0915636097551
18268,诀窍,0.09155161129
2763,加盟商,0.0915251280524
32981,神舟,0.09149776244784999
4177,厂矿,0.09149597455803
7008,草皮,0.0914938801602
32155,贯注,0.09148867841059
13785,本届,0.09147716202318
12459,集体婚礼,0.09145216803859998
33830,流转,0.09145213381745
29584,一面,0.0914070515186
25671,自动控制,0.09140639867365
4987,超市,0.09139990685787
21001,有意,0.09138008220065999
20629,并行,0.09135719076471001
6832,一岗双责,0.09135378294432
17800,内蒙古自治区,0.09134131872163999
6929,内蒙古自,0.09134131872163999
14621,单位根,0.09127749086157
20634,白银市,0.0912740451442
18862,广播体操,0.09127006954908
30756,大桥,0.09125804453601
27166,走资,0.09117471397922
23346,丰田,0.09113786806787
22340,约人,0.0911365599346
8820,新一届,0.09112570440571
1490,复转,0.09112185824328001
23147,国大,0.0910998513487
29818,铸工,0.09108937652570001
33426,药学,0.09108748719149999
12980,过年,0.09108593656767999
26196,退伍,0.09108226432760999
29902,风筝,0.09108205874658
32566,卫生条件,0.09105588537905
30310,展业,0.0910530246279
29637,涂装,0.09102982407163
29358,市区,0.09099607877431001
29078,林地,0.09098258950516
10461,心桥,0.09098117986290999
18547,感冒,0.09095263408463
22011,年时,0.09094798103109
15217,发有,0.09094599316039
20956,经理人,0.09094326604429
17506,男女平等,0.09087350004514
20718,接接,0.09086499631588
20871,公共事业,0.09086409203159
27103,套装,0.09081367544013001
5035,二十九日,0.09076922451243999
23698,上调,0.09075413652913
21038,第一节,0.09073562173114001
6951,所要,0.09073077106857
15,孤儿,0.09072956796635
6033,药剂,0.09069178103834
10516,营生,0.0906910552366
29749,维修服务,0.0906830579007
23998,兴趣,0.09067723774616
30516,操作员,0.09064386017354001
14298,续建,0.09062131843951
2422,耐火材料,0.09061188622433002
24964,开标,0.0906093512435
10077,监测中心,0.09059274960596
30838,竭诚,0.09058737281779
12100,气锅,0.09056528714943
9664,篇章,0.09053900544386001
31607,能者,0.09049882795054
13784,外贸,0.09049707692793
29001,集合,0.09047959135342
14800,所处,0.09043951206238
33869,财务指标,0.09040173936670999
24765,服务部,0.09038083525832
19136,标注,0.09035445308447
31062,可为,0.09034428144141002
12307,乙炔,0.0903442047957
12652,东来,0.09033618045732002
24232,明日之星,0.0903217873387
20159,明日,0.0903217873387
7387,独生,0.09029669207755
28242,独生子女,0.09029669207755
29301,独生子,0.09029669207755
7156,发电设备,0.0902821755771
944,重大事件,0.09027586563781
33760,内经,0.09026087363959001
5661,蜜蜂,0.0902456886804
7459,客户经理,0.09023646137573
5724,步入,0.09020189165413998
10261,数等,0.09020049977781999
8621,晋城,0.090192642204
24185,青年人,0.09019099631971
1164,荣膺,0.09018312942699999
28701,二甲,0.09016353372731
879,臭氧,0.09016213216815
30904,筹备,0.09015624492582999
28741,不良行为,0.09014937784624
19529,专门组,0.09014472645176001
18470,会合,0.09012375931268
23185,羽毛球赛,0.09006781166236999
16943,务求,0.09006320832303
6099,水带,0.09006161682399999
5054,旱区,0.09005325487235
2755,横店集团,0.0900436037435
29337,检验关,0.0900436037435
14340,验关,0.0900436037435
30133,店集,0.0900436037435
24012,煤窑,0.0900436037435
23550,二类,0.0900402700443
19782,香港联交所,0.090024364834
30209,五星,0.09001928688848
25547,省区,0.09001591458383
4408,关键点,0.0900003051573
25191,会所,0.0899848332256
34279,发扬光大,0.08998204183448
29318,累累,0.0899775579798
3836,久远,0.0899731876971
10916,定给,0.08994434699678001
18910,交由,0.08991614113610001
20750,执法,0.08991350796503
5326,明显改善,0.0899065885394
30604,千万元,0.08989695672668
6438,消防演习,0.08988071239354
19528,通则,0.08988066015359002
6961,招标制,0.08987962837644
28189,退职,0.08986613038095
7975,体制改革,0.08985095187355
5056,每项,0.0898215498792
33106,住房补贴,0.08982010054855
6043,奋力,0.08981064390761
4439,合式,0.08980554429655
22475,利方,0.08979525445233
24753,人居,0.08978337094974
31593,极限,0.08975108101015
5351,瑞安,0.0897099241248
31542,表彰大会,0.08970818338836
20590,洗涤,0.08970662218587001
24,内设,0.08970375900445
26466,蝉联,0.08970091484697
19695,甲苯,0.089697013341
12080,道孚,0.0896935186938
29283,室温,0.0896935186938
17981,南北,0.08966503647412
4387,缴存,0.08965303306261999
23870,适才,0.0896495584533
29289,基本上,0.08964477966954
27202,整顿,0.08962244288823001
5293,专款,0.08960282733956
18418,四次会议,0.08953518080195
7431,真空,0.08952261312861999
12499,崇高,0.08951406387273002
9573,定规,0.08949789954479
8529,用材,0.08948308534157001
803,碳素,0.0894702865412
28917,刚性,0.08946899343456
14741,上风,0.08942680363493
22107,添置,0.08941757697761
27531,二十三,0.08936699036912
21147,老区,0.08934992453516
15798,德兴,0.089344727847
9988,反复,0.08932880960067001
11969,工读,0.08932760714789
30792,定出,0.08932601614652
26033,西安市,0.08931333968460001
14984,挖掘潜力,0.0892916959459
3796,分表,0.08928726473605
6182,下功夫,0.08928667616654001
31184,理事会,0.08928597754065001
4580,佳节,0.08926565765319999
26669,勇于创新,0.08926399737152
21940,危险物,0.08924267455658
24440,新疆维吾尔自治区,0.08923868350200001
2380,心品,0.089225261129
25229,利比,0.08921152429755
31100,透平,0.08920233276695
4575,联动机制,0.08919464242688001
4715,神经,0.08918760197473
1689,自然生态,0.08917587686729
597,深水,0.08917352318841
24871,七次,0.08915541124324
9352,刑事案,0.08915420978221
22354,刑事案件,0.08915420978221
33495,亲赴,0.08912611671949999
26424,独有,0.08912610093826
5228,份数,0.08906896714616999
8777,贫困生,0.08905755888348
27230,解落,0.08901835504396
1380,新装,0.08898782920164
30848,独立性,0.08897513081224001
23658,长青,0.08897353772448999
21952,探望,0.08897235889102001
19006,抓住机遇,0.08892675758996
28478,货物,0.08892575438912
27596,科研课题,0.08892352471058
22882,范畴,0.08892287763665
3013,生铁,0.08891153095483001
11758,金沙江,0.0889105828552
9910,轻工业,0.0889052429212
21559,各样,0.08887845231743001
29801,镀锌,0.08886122125219999
11631,带给,0.08882452774982
2600,成果奖,0.08881653108420999
25886,专设,0.08881178409738998
9486,突破性,0.08877740633299999
18032,万多吨,0.08876140641214
7280,一诺千金,0.0887607442835
23851,千金,0.0887607442835
1444,包头市,0.0887562126129
16674,机时,0.08871049951710999
21662,任内,0.08870711216110001
5837,碧水,0.08870227326453001
14591,行使权力,0.08869362982366
29052,输电线,0.0886910940885
240,空气调节,0.08867464916949999
4425,清洁用品,0.08867464916949999
16051,印刷厂,0.0886612957556
33988,困难户,0.08865402141641
23967,题为,0.08864769220422
12706,粮食,0.08864490784679
7328,年限,0.08862941572531
4401,供参考,0.08861396808876
24560,铸就,0.08861288323951
11938,献上,0.08857483096459
5378,膨胀,0.08853631202682
33957,青少年,0.08852966648994001
25543,黑龙江,0.08844526202228001
26378,世界领先,0.08844126412727
34301,数值,0.08844110501409999
22490,政策性,0.08843506942941999
9023,直到,0.08843327647258001
33023,组队,0.0884315027432
16470,无疆,0.08842905892164
16731,补水,0.08837241133557
3769,国能,0.08835623023882999
32391,数百万元,0.0883508336062
27630,合体,0.08829627761344
23422,十万,0.08827297089854001
33587,不一,0.08826978671853
3186,中表,0.0882593658596
13730,低速,0.0882144921498
29424,流入,0.08820902741077
16436,水分,0.08820890592597
1744,驾驶员,0.08820858126854
32204,干扰,0.0882085386823
21594,股民,0.0882045290909
6602,永不,0.08819931793789
17133,铝板,0.08819281858795
10192,计数,0.08817404020798
27868,提醒,0.08812289646383
6006,环链,0.08807335704831999
12737,每吨,0.08805605169773
28572,病亡,0.08803085696160999
7291,系统安全,0.08800964566596998
26582,占领,0.08800348379728
21153,选定,0.08798484630475999
31377,外项,0.08796973735899999
24198,优化结构,0.08796574868662999
10753,苏澳,0.0879369651134
19146,权益保护法,0.08792881935186
21553,聆听,0.08792190454537
29300,国家经贸委,0.08789603161463
33815,行行,0.08788364321973
29506,各界人士,0.08783527308173
18489,丰县,0.08781368461327
24315,缓慢,0.08781225093990999
6531,进发,0.08778239300481
8290,力源,0.08778057266017
17380,课程体系,0.0877745519457
31669,铭记,0.08774491213199
1572,担着,0.08772304300454
20821,定下,0.08771275249795
22353,多级,0.08770150968181
2091,技术开发区,0.08770073230748998
30951,千多,0.08768270006997
28797,强行,0.0876804887166
7853,深层,0.08766128595681001
19119,深层次,0.08766128595681001
18179,档次,0.08766098272391
19653,发展史,0.08765845100539
9527,干涉,0.08765835040986
1933,路子,0.08763405790741001
17179,从实,0.08763111904376
2688,素质教育,0.08761138360564999
17426,合同规定,0.08759011511528
28691,钢铁集团,0.08754790222343999
16594,惯例,0.08752593581286
9670,人力资本,0.08751215873444
34039,相融,0.08751110713724
28780,大队,0.08749343708279
6880,车间主任,0.08747532636763
7909,性事,0.08744403505359
15495,牵引,0.08742483633392
6277,行使职权,0.08738036992804
16259,本金,0.08737946159783
27376,氢氧,0.0873717096161
19678,氢氧化,0.0873717096161
13344,采选,0.0873614510954
20716,五节,0.08736099960645999
19164,发电站,0.08735833700441001
15811,提名奖,0.08733204782658
25699,联欢会,0.08730140141929
6358,险固,0.08729181503604
24974,送至,0.08728931109053999
32179,明细表,0.0872608842435
9119,工商户,0.0872542288946
3610,宁德市,0.0872542288946
29656,单机,0.08723883704622
31365,制单,0.08722039229055
3121,款物,0.0872013022397
7250,中餐,0.087181152535
19863,十余年,0.087181095268
14758,量成,0.08717325692642999
29829,一类,0.08716521324342
19233,俄罗斯,0.08715774520998999
28040,罗斯,0.08715774520998999
32334,废酸,0.087150734727
17806,清楚,0.08714340670807999
26817,人品,0.08714248293013999
12915,免费发,0.08710744286229999
8035,壁垒,0.08710708385226999
3872,尘灰,0.0870808975002
10439,器件,0.08707544639890999
8729,磨机,0.08701695731402999
34071,一周,0.08700051472050001
13057,支护,0.0869942595477
18085,东西,0.08699069286997001
28607,当今,0.08696898115134001
6032,第八次,0.08694290193813001
29313,三维,0.08693671512072
22436,国税,0.08693206633512
18444,活动场所,0.08692660818527
19129,洗衣,0.08688749350483
22331,里程碑,0.08688232875716001
9124,触及,0.08687743011937
13295,过人,0.08685714298983001
11880,过为,0.08685085738713999
21101,流动性,0.08684829197867
21046,谋取,0.08684578032101
13143,矿用,0.08684139834335
6387,资深,0.08682253635112001
25091,维生,0.08681671903793
19100,同下,0.08680722795930002
10259,迫切,0.08679731376628999
26142,夜班,0.0867868860832
19380,救护队,0.08676485716955999
28746,江北,0.08675811608948
18161,尊老,0.08675221088110999
16556,不良现象,0.0867373318571
3421,为数,0.08671870884912
17433,不强,0.08666810566517999
3542,黑名单,0.0866467890223
16878,黑名,0.0866467890223
10843,视觉,0.08660443669756002
19907,常识,0.08659424738841
981,终于,0.0865701713947
4274,后期,0.08653536198577999
9220,物价上涨,0.08653434715529999
28282,大厦,0.08652977453965001
32964,新作,0.08652162818868
19898,脱产,0.0865104459266
292,体温,0.08650722381372
31502,学者,0.0864874779696
33807,余场,0.08648606907444
30363,亿立方米,0.08648181639443
2250,综合体,0.08647355818592001
32838,上世,0.08645471812124
831,长寿,0.08642845238585
30853,八年,0.08642807477525
34425,紧扣,0.08642216838589999
7821,工质,0.0864012804616
33561,字号,0.08639779466990001
33936,二十一,0.08638548383792999
3789,国合,0.08638189686791
5718,无毒,0.08635904061772
21021,家主,0.08632962718522999
24293,绝对,0.08630996959753
1729,地税,0.08630634513508
1553,十周年,0.08630513766999001
14925,红花,0.0863015480238
16238,正面,0.08629374521576999
6356,流失率,0.08628923825201001
11167,总目,0.08627655886749
28415,之二,0.08627640184117999
26830,子弟,0.08626267059563
27546,办公区,0.08626060880143001
33104,控制流,0.08621092393159
21528,可操作性,0.08615855625970001
14014,小家,0.08614305897727
10076,邮编,0.08613063172568002
27726,保健品,0.0861220010571
2362,布局合理,0.08610190303715999
1091,尽全力,0.08608645521254
33034,八一,0.08607939691442
18663,安委会,0.08607085548749999
31372,生动,0.08604791665797
9744,包装袋,0.08604658800250001
3676,装袋,0.08604658800250001
30672,场规,0.08603608398488
17183,医院院长,0.0859997063716
9469,开放日,0.08598840341347
10467,等过,0.08594956501086001
31408,济世,0.0859322499339
10588,力主,0.08592983134248001
16483,送往,0.08592959596621
22815,同济,0.08592254400654001
7349,重要职责,0.0859068846467
16815,东山,0.08590425268213
27319,领导者,0.08590140445430999
11799,振奋,0.0858963325464
19047,以求,0.08589167301676999
31400,保护地,0.08588327654705
572,倍增,0.08588051882043
22493,强加,0.08587835687538001
17361,均依,0.0858728222944
567,探亲假,0.08576700665271
4141,技术设备,0.08575508498270999
16010,销售额,0.08574114738082
24848,生利,0.08572832565938
10559,湖州,0.0857029112262
7515,第四次,0.08569239645915003
18061,这里,0.08567385279406
16894,善后,0.0856662492641
564,探测,0.08563407236624
24745,消防器材,0.08561202027850001
30591,集体工,0.0855966781587
30233,航空航天,0.08557233862836
28450,随手,0.08557196682661
22744,含硫,0.08556881407812
24148,工业污染,0.0855663353716
26762,道路交通,0.08552291410033
26178,聘上,0.08547893265638
11063,经营者,0.08544849017326
18592,兴业,0.0854408813786
11337,年青,0.08543832282288
11531,统计表,0.08542976023150999
7161,跃上,0.08542220348019
502,会展,0.08538537205685001
22927,党员干部,0.08537669385821
15579,总结经验,0.08534948395472
23231,化氢,0.08534613661634001
21298,介入,0.08533642624999001
16527,抵押金,0.08532543415412999
15763,受权,0.0853158861477
23788,陆上,0.0853098161065
11368,兴安,0.0853035551603
4223,防微杜渐,0.08528884735654998
29938,排风,0.08526818273813999
7473,织制,0.08526732160910999
3378,特区,0.0852148836623
31863,质量技术监督局,0.08519446636422999
13857,月经,0.08519142976544
7005,交换,0.08517966820641
7719,培养人才,0.08516990501472
21652,量完,0.08513227907257
30263,国光,0.08512447332697
4359,切片,0.0851209887316
12609,总产值,0.08508962011389999
13799,中国建设银行,0.08508640225460999
30295,长年,0.08507449846748001
2707,各具特色,0.08505979737647001
24769,中加,0.08505408820239001
34244,前行,0.08502326792707998
1077,升为,0.08499245128010001
31423,当中,0.08498872786604
34303,正向,0.0849856766536
13140,流动比率,0.08496703099215999
5354,分获,0.08496104226425
33210,相互支持,0.08495551417129
33177,遵从,0.0849507449654
20621,不断进步,0.084949061842
5660,外墙,0.0849421994699
29593,饮食,0.08488260570151
6451,作出贡献,0.08484289624422998
22282,本职,0.08483210587628999
10274,金钢,0.08482951558589999
27175,第三节,0.08482908327464
24858,三节,0.08482908327464
33939,金质,0.084824821752
18154,专项合同,0.0848227462652
3003,国特,0.0848028699542
29057,头等大事,0.08480108184150001
24838,良机,0.084784742161
1607,上饶市,0.0847718185096
20802,亚太,0.08472161543452
14641,根除,0.08468967690965
33405,保驾护航,0.08465741826680001
22163,商家,0.08465539975592
2703,效率高,0.08464114273104
26968,执行员,0.0846358753201
10411,工力,0.08461902125040001
25351,一样,0.08460198873715
14921,公会,0.08459863291901999
34208,百年不遇,0.08459765193014
10262,名牌战略,0.0845907735677
28362,船体,0.08457628193324
26580,破解,0.08456838431529
11624,出动,0.08453850687754
24070,盘活,0.08453718917251
3598,承建,0.08453540114748
19531,焦化厂,0.0845256039835
24995,聚氯乙烯,0.084507702399
2859,基础知识,0.08450721117044001
6357,度汛,0.08447657142336
6232,宽敞,0.08447506808489001
34070,外籍,0.0844715683605
29405,平作,0.08444608356489
8435,增量,0.08444465942051999
3550,健康成长,0.08441889956375
21802,遵义,0.0844167088896
10496,短板,0.08439278222747
31694,除外,0.08436250184617
8187,思想道德,0.08434551483589
23237,感动,0.08434452044318
23427,录取,0.08427374827575
33277,炉窑,0.08427145682442
552,划转,0.0842668288288
32526,补短,0.08425547955308
31820,多用,0.08424727580489
15720,保障金,0.08421766591419999
2557,铝型材,0.0842134906243
19522,十次,0.08421038970320999
20217,春联,0.08420926948129999
33293,月亮,0.0841814455829
16994,短信,0.0841725064852
30072,荣登,0.08416162179938
18625,西安交通,0.08412637169883
11492,差旅,0.08412560511804
16795,关键期,0.08410729990002999
1402,中国银行,0.08410531807300001
25257,电教,0.08409335410483
31230,统管,0.08407587154950001
33126,建材行业,0.0840634452394
4841,建材行,0.0840634452394
28351,放散,0.08403875186132001
10302,本科学历,0.08398973251867
7479,贵溪冶炼厂,0.0839759032498
