"id","name","province","city","area","pos_x","pos_y","addr","cert_level","cert_no","eval_range","tel","email","project_num","permit_num","engineer_num","record_num"
"204","北京市水文总站","北京","北京","海淀区","116.304192","39.945084","北京 北京 海淀区 北京市海淀区北洼西里51号附属楼","乙级","1010","一般项目环境影响报告","","","0","0","2","0"
"205","北京隆达兴业科技开发有限公司","北京","北京","丰台区","116.385597","39.852894","北京 北京 丰台区 北京市丰台区角门东里79号","乙级","1011","一般项目环境影响报告","","","4","0","2","0"
"206","北京机电院高技术股份有限公司","北京","北京","朝阳区","116.462967","39.937786","北京 北京 朝阳区 北京市朝阳区工体北路4号","乙级","1013","轻工纺织化纤（甲级)","","","2","0","3","0"
"207","中绿实业有限公司","北京","北京","西城区","116.371391","39.951225","北京 北京 西城区 北京市西城区后英房胡同5号环境国际公约大楼505室","乙级","1018","一般项目环境影响报告","","","3","0","2","0"
"208","北京万澈环境科学与工程技术有限责任公司","北京","北京","朝阳区","116.413399","39.980049","北京 北京 朝阳区 北京市朝阳区安定路39号长新大厦804室","乙级","1021","一般项目环境影响报告表,采掘（甲级）,建材火电（甲级）,社会区域（甲级）,化工石化医药（甲级)","","","180","0","180","1"
"209","北京国之光环境工程有限责任公司","北京","北京","东城区","116.438393","39.941635","北京 北京 东城区 北京市东城区东直门南大街9号华普花园C座1903","乙级","1022","冶金机电（乙级）,社会区域（乙级）,一般项目环境影响报告","","","48","0","48","0"
"210","中辉国环（北京）科技发展有限公司","北京","北京","朝阳区","116.498734","39.918941","北京 北京 朝阳区 北京市朝阳区八里庄西里56号楼2单元501 ","乙级","1023","社会区域（乙级）,一般项目环境影响报告","","","28","0","28","0"
"211","北京华夏博信环境咨询有限公司","北京","北京","海淀区","116.319427","40.043957","北京 北京 海淀区 北京市海淀区上地创业中路36号留学人员创业园403室","乙级","1024","交通运输（乙级）,社会区域（乙级）,一般项目环境影响报告","","","27","0","27","0"
"212","北京华路达环保工程有限公司","北京","北京","海淀区","116.471977","39.934856","北京 北京 海淀区 北京市朝阳区白家庄东里42号院内","乙级","1025","交通运输（乙级）,社会区域（乙级）,采掘（乙级）,一般项目环境影响报告","","","163","0","163","3"
"213","北京市劳动保护科学研究所","北京","北京","西城区","116.382545","39.885216","北京 北京 西城区 北京市西城区陶然亭路55号","乙级","1026","冶金机电（乙级）,社会区域（乙级）,交通运输（乙级）,一般项目环境影响报告","","","27","0","27","0"
"214","浦华环保有限公司（浦华控股有限公司）","北京","北京","海淀区","116.337120","39.999798","北京 北京 海淀区 北京市海淀区中关村东路1号清华科技园科技大厦C座27层","乙级","1027","一般项目环境影响报告表,社会区域（乙级）,采掘（乙级）,化工石化医药（乙级)","","","13","26","9","0"
"215","交通运输部科学研究院（交通部科学研究院）","北京","北京","朝阳区","116.424690","39.983910","北京 北京 朝阳区 北京市朝阳区惠新里240号","乙级","1028","一般项目环境影响报告表,交通运输（乙级)","","","12","0","10","0"
"216","北京中安质环技术评价中心有限公司","北京","北京","朝阳区","116.468849","39.890583","北京 北京 朝阳区 北京市朝阳区东三环南路58号富顿中心A座22层","乙级","1029","轻工纺织化纤（乙级）,化工石化医药（乙级）,冶金机电（乙级）,社会区域（乙级）,一般项目环境影响报告","","","118","0","118","3"
"217","煤炭科学研究总院","北京","北京","朝阳区","116.434280","39.968445","北京 北京 朝阳区 北京朝阳区和平里青年沟东路5号","乙级","1034","采掘（乙级）,社会区域（乙级）,化工石化医药（乙级）,一般项目环境影响报告","","","3","0","9","0"
"218","北京绿方舟科技有限责任公司","北京","北京","海淀区","116.271782","39.911144","北京 北京 海淀区 北京市海淀区永定路88号","乙级","1035","一般项目环境影响报告表,社会区域（乙级）,采掘（乙级)","","","22","0","22","0"
"219","北京环信达环保技术开发有限公司","北京","北京","朝阳区","116.427040","40.048286","北京 北京 朝阳区 北京市朝阳区大羊坊8号","乙级","1037","冶金机电（乙级）,建材火电（乙级）,社会区域（乙级）,一般项目环境影响报告","","","0","0","0","0"
"220","中国航天建设集团有限公司","北京","北京","丰台区","116.289482","39.856628","北京 北京 丰台区 北京市丰台区西四环南路83号","乙级","1040","冶金机电（乙级）,社会区域（乙级）,一般项目环境影响报告表,特殊项目环境影响报告","","","1","0","13","0"
"221","中国人民解放军海军核化安全研究所","北京","北京","西城区","116.378876","39.916817","北京 北京 西城区 北京市西城区","乙级","1043","一般项目环境影响报告表,特殊项目环境影响报告","","","0","0","3","0"
"222","北京市地质工程勘察院","北京","北京","海淀区","116.308701","39.932842","北京 北京 海淀区 北京市海淀区北洼路90号","乙级","1045","一般项目环境影响报告","","","0","0","3","0"
"223","北京中企安信环境科技有限公司","北京","北京","西城区","116.354935","39.889359","北京 北京 西城区 北京市西城区广安门南滨河路23号立恒名苑1号楼502室","乙级","1046","轻工纺织化纤（乙级）,冶金机电（乙级）,一般项目环境影响报告","","","13","0","13","1"
"224","北京市勘察设计研究院有限公司","北京","北京","西城区","116.327499","39.907307","北京 北京 西城区 北京西城区复兴门外羊坊店路15号","乙级","1047","社会区域（乙级）,一般项目环境影响报告","","","0","0","8","0"
"225","北京博诚立新环境科技有限公司","北京","北京","海淀区","116.356293","39.949657","北京 北京 海淀区 北京市海淀区高梁桥路59号院中坤大厦606室","乙级","1048","轻工纺织化纤（乙级）,化工石化医药（乙级）,冶金机电（乙级）,社会区域（乙级）,一般项目环境影响报告","","","43","0","43","2"
"226","总装备部工程设计研究总院","北京","北京","东城区","116.451096","39.957626","北京 北京 东城区 北京市东城区东直门外左家庄12号院","乙级","1049","化工石化医药（乙级）,冶金机电（乙级）,交通运输（乙级）,社会区域（乙级）,一般项目环境影响报告","","","5","0","9","2"
"227","北京百灵天地环保科技有限公司","北京","北京","西城区","116.351334","39.918026","北京 北京 西城区 北京市西城区三里河东路5号中商大厦603","乙级","1050","化工石化医药（乙级）,输变电及 广电通讯（乙级）,一般项目环境影响报告","","","2","0","13","0"
"228","中铁第五勘察设计院集团有限公司","北京","北京","大兴区","116.337914","39.763699","北京 北京 大兴区 北京大兴区康庄路9号","乙级","1051","交通运输（乙级）,社会区域（乙级）,一般项目环境影响报告","","","14","0","15","0"
"229","中铁工程设计咨询集团有限公司（中铁郑州勘察设计咨询院有限公司）","北京","北京","丰台区","116.328529","39.896385","北京 北京 丰台区 北京市丰台区广安路15号","","2526","一般项目环境影响报告表,社会区域（乙级）,交通运输（乙级）,轻工纺织化纤（乙级)","","","7","0","10","0"
"230","国核电力规划设计研究院（山东电力工程咨询院）","北京","北京","海淀区","116.184692","40.063038","北京 北京 海淀区 北京市海淀区环保科技示范园地锦路6号","乙级","1053","特殊项目环境影响报告表,一般项目环境影响报告","","","0","0","5","0"
"231","北京神州瑞霖环保科技有限公司","北京","北京","海淀区","116.338890","39.959312","北京 北京 海淀区 北京市海淀区大慧寺路19号","乙级","1054","交通运输（乙级）,化工石化医药（乙级）,冶金机电（乙级）,交通运输（乙级）,一般项目环境影响报告","","","29","0","29","0"
"232","北京文华东方科技有限公司","北京","北京","丰台区","116.291283","39.841644","北京 北京 丰台区 北京市丰台区富丰路4号工商联科技大厦B2003","乙级","1055","交通运输（乙级）,一般项目环境影响报告","","","12","0","0","0"
"233","北京中环瑞德环境工程技术有限公司","北京","北京","朝阳区","116.497772","39.918369","北京 北京 朝阳区 北京市朝阳区八里庄西里远洋天地61号楼2406室","乙级","1056","轻工纺织化纤（乙级）,交通运输（乙级）,一般项目环境影响报告","","","5","0","7","1"
"234","中环国评（北京）科技有限公司","北京","北京","海淀区","116.328217","39.959843","北京 北京 海淀区 北京市海淀区中关村南大街17号韦伯时代中心C座1911室","乙级","1057","轻工纺织化纤（乙级）,化工石化医药（乙级）,冶金机电（乙级）,建材火电（乙级）,采掘（乙级）,交通运输（乙级）,社会区域（乙级）,输变电及 广电通讯（乙级）,农林水利（乙级）,一般项目环境影响报告表,特殊项目环境影响报告","","","134","0","134","6"
"235","北京林大林业科技股份有限公司","北京","北京","海淀区","116.355080","40.013924","北京 北京 海淀区 北京海淀区林大北路13号","乙级","1058","社会区域（乙级）,一般项目环境影响报告","","","9","0","6","0"
"236","中海油天津化工研究设计院（天津化工研究设计院）","天津","天津","红桥区","117.146255","39.191177","天津 天津 红桥区 天津市红桥区丁字沽三号路85号","乙级","1101","一般项目环境影响报告表,社会区域（乙级）,冶金机电（乙级）,化工石化医药（乙级）,轻工纺织化纤（乙级)","","","9","0","12","0"
"237","天津市气象科学研究所","天津","天津","河西区","117.192413","39.100945","天津 天津 河西区 天津市河西区气象台路92号","乙级","1102","冶金机电（乙级）,交通运输（乙级）,社会区域（乙级）,一般项目环境影响报告","","","55","0","55","3"
"238","天津市水利勘测设计院","天津","天津","河西区","117.203331","39.108070","天津 天津 河西区 天津市河西区马场道217号","乙级","1103","一般项目环境影响报告","","","6","0","2","0"
"239","天津市预防医学研究所（天津市劳动卫生职业病研究所）","天津","天津","河东区","117.224869","39.147503","天津 天津 河东区 天津市河东区华越道6号","乙级","1104","特殊项目环境影响报告表,一般项目环境影响报告","","","4","0","3","0"
"240","中水北方勘测设计研究有限责任公司","天津","天津","河西区","117.254601","39.058960","天津 天津 河西区 天津市河西区洞庭路60号","乙级","1105","农林水利（乙级）,一般项目环境影响报告","","","1","0","6","0"
"241","水利部海河水利委员会水资源保护科学研究所","天津","天津","河东区","117.265907","39.116043","天津 天津 河东区 天津市河东区龙潭路15号","乙级","1106","农林水利（乙级）,社会区域（乙级）,一般项目环境影响报告","","","16","0","16","0"
"242","农业部环境保护科研监测所","天津","天津","南开区","117.159576","39.104874","天津 天津 南开区 天津市南开区复康路31号","乙级","1107","轻工纺织化纤（乙级）,冶金机电（乙级）,农林水利（乙级）,交通运输（乙级）,社会区域（乙级）,一般项目环境影响报告","","","9","25","12","0"
"243","天津市亚瑞环境保护科技中心（天津市辐新环境保护研究服务中心）","天津","天津","南开区","117.165459","39.105186","天津 天津 南开区 天津市南开区复康路17号市环保局综合楼509室","乙级","1109","特殊项目环境影响报告表,一般项目环境影响报告表,输变电及 广电通讯（乙级）,冶金机电（乙级)","","","4","0","6","0"
"244","天津天发源环境保护事务代理中心有限公司","天津","天津","南开区","117.123428","39.103161","天津 天津 南开区 天津市南开区华苑榕苑路4号天发科技园2-1-301","乙级","1110","轻工纺织化纤（乙级）,化工石化医药（乙级）,社会区域（乙级）,冶金机电（乙级）,一般项目环境影响报告","","","47","0","47","1"
"245","核工业理化工程研究院","天津","天津","河东区","117.295975","39.100937","天津 天津 河东区 天津市河东区津塘路168号","乙级","1111","一般项目环境影响报告表,特殊项目环境影响报告","","","7","0","3","0"
"246","天津大学","天津","天津","南开区","117.180580","39.113255","天津 天津 南开区 天津市南开区卫津路92号天津大学第24教学楼","乙级","1112","冶金机电（乙级）,交通运输（乙级）,社会区域（乙级）,一般项目环境影响报告","","","9","0","7","1"
"247","天津青草环保科技有限公司（濮阳市金财环保科技咨询有限公司）","天津","天津","塘沽管委会","117.672073","39.006115","天津 天津 塘沽管委会 天津市滨海新区塘沽迎宾大道1988号1号楼2502室","乙级","1113","化工石化医药（乙级）,社会区域（乙级）,冶金机电（乙级）,一般项目环境影响报告表,交通运输（乙级)","13820519467","","72","0","72","0"
"248","世纪鑫海（天津）环境科技有限公司","天津","天津","河西区","117.216675","39.103886","天津 天津 河西区 天津市河西区围堤道146号华盛广场B座9B","乙级","1114","轻工纺织化纤（甲级)","13920310332","","18","0","18","0"
"249","天津鹤林众汇环保科技开发有限公司","天津","天津","津南区","117.411835","38.981552","天津 天津 津南区 天津市津南区海河工业区兴园路10号","乙级","1115","一般项目环境影响报告","15902242713","","8","0","2","0"
"250","中国船舶重工集团公司第七一八研究所","河北","邯郸","从台区","114.511330","36.618355","河北 邯郸 从台区 河北省邯郸市丛台区展览路17号","乙级","1201","一般项目环境影响报告","","","8","0","5","0"
"251","中国冶金地质总局地球物理勘查院","河北","保定","新市区","115.488281","38.881989","河北 保定 新市区 河北省保定市新市区阳光北大街139号","乙级","1204","轻工纺织化纤（乙级）,化工石化医药（乙级）,社会区域（乙级）,一般项目环境影响报告","","","11","0","7","0"
"252","中勘冶金勘察设计研究院有限责任公司","河北","保定","北市区","115.489502","38.879360","河北 保定 北市区 河北省保定市北市区东风中路1285号","乙级","1205","轻工纺织化纤（乙级）,化工石化医药（乙级）,冶金机电（乙级）,建材火电（乙级）,农林水利（乙级）,采掘（乙级）,社会区域（乙级）,一般项目环境影响报告","","","50","0","50","2"
"253","邯郸市环境保护研究所","河北","邯郸","从台区","114.512688","36.618313","河北 邯郸 从台区 河北省丛台区邯郸市展览路19号","乙级","1206","轻工纺织化纤（乙级）,化工石化医药（乙级）,冶金机电（乙级）,社会区域（乙级）,一般项目环境影响报告","","","156","0","156","0"
"254","秦皇岛玻璃工业研究设计院","河北","秦皇岛","海港区","119.614128","39.960423","河北 秦皇岛 海港区 河北省秦皇岛市海港区燕山大街269号","乙级","1207","采掘（乙级）,社会区域（乙级）,一般项目环境影响报告","","","11","0","7","0"
"255","承德晟源环保技术服务有限公司（承德市环境科学研究院）","河北","承德","双桥区","117.942558","40.972603","河北 承德 双桥区 河北省承德市双桥区翠桥路18号","乙级","1208","一般项目环境影响报告表,社会区域（乙级）,采掘（乙级）,冶金机电（乙级）,轻工纺织化纤（乙级)","","","100","0","100","0"
"256","河北师大环境科技有限公司（河北师范大学）","河北","石家庄","裕华区","114.538368","38.045692","河北 石家庄 裕华区 河北省石家庄市裕华区裕华东路113号","乙级","1209","一般项目环境影响报告表,社会区域（乙级）,交通运输（乙级）,化工石化医药（乙级）,轻工纺织化纤（乙级）,冶金机电（乙级）,农林水利（乙级）,建材火电（乙级)","","","29","0","29","2"
"257","河北省气候中心（河北省气象科学研究所、河北省气象科技服务中心）","河北","石家庄","裕华区","114.539482","38.036060","河北 石家庄 裕华区 河北省石家庄市裕华区体育南大街178号","乙级","1210","一般项目环境影响报告表,社会区域（乙级）,交通运输（乙级）,冶金机电（乙级)","","","1","0","7","0"
"258","河北省电力勘测设计研究院","河北","石家庄","长安区","114.573875","38.049416","河北 石家庄 长安区 河北省石家庄市长安区建华北大街6号","乙级","1211","一般项目环境影响报告表,特殊项目环境影响报告","","","1","0","5","0"
"259","河北省众联能源环保科技有限公司","河北","石家庄","长安区","114.567207","38.055866","河北 石家庄 长安区 河北省石家庄市长安区跃进路167号","乙级","1212","化工石化医药（乙级）,采掘（乙级）,交通运输（乙级）,社会区域（乙级）,轻工纺织化纤（乙级）,冶金机电（乙级）,建材火电（乙级）,农林水利（乙级）,一般项目环境影响报告","","","32","0","32","0"
"260","河北省环境地质勘查院","河北","石家庄","裕华区","114.543343","38.030994","河北 石家庄 裕华区 河北省石家庄市裕华区兴苑街58号","乙级","1213","轻工纺织化纤（乙级）,化工石化医药（乙级）,农林水利（乙级）,采掘（乙级）,社会区域（乙级）,一般项目环境影响报告","","","6","0","14","1"
"261","河北省科学院地理科学研究所","河北","石家庄","长安区","114.527596","38.044338","河北 石家庄 长安区 河北省石家庄市长安区西大街94号","乙级","1214","化工石化医药（乙级）,冶金机电（乙级）,建材火电（乙级）,交通运输（乙级）,社会区域（乙级）,一般项目环境影响报告","","","7","0","9","0"
"262","河北科技大学","河北","石家庄","裕华区","114.521362","38.038746","河北 石家庄 裕华区 河北省石家庄市裕华区裕华东路70号","乙级","1215","化工石化医药（乙级）,轻工纺织化纤（乙级）,建材火电（乙级）,社会区域（乙级）,冶金机电（乙级）,一般项目环境影响报告","","","10","0","12","0"
"263","秦皇岛市环境保护科学研究所","河北","秦皇岛","海港区","119.602203","39.956707","河北 秦皇岛 海港区 河北省秦皇岛市海港区迎宾路中段八一街18号","乙级","1216","轻工纺织化纤（乙级）,化工石化医药（乙级）,采掘（乙级）,交通运输（乙级）,社会区域（乙级）,一般项目环境影响报告","","","22","0","22","0"
"264","张家口市环境保护研究所","河北","张家口","桥东区","114.900131","40.767071","河北 张家口 桥东区 河北省张家口市桥东区纬三路6号环保大厦二楼","乙级","1217","轻工纺织化纤（乙级）,建材火电（乙级）,采掘（乙级）,交通运输（乙级）,社会区域（乙级）,一般项目环境影响报告","","","48","0","48","0"
"265","沧州市环境保护科学研究院（沧州市环境保护研究所）","河北","沧州","新华区","116.870422","38.323009","河北 沧州 新华区 河北省沧州市新华区北大街15号","乙级","1218","一般项目环境影响报告表,社会区域（乙级）,化工石化医药（乙级）,轻工纺织化纤（乙级)","","","12","0","9","0"
"266","唐山市环境保护研究所","河北","唐山","路南区","118.183868","39.657818","河北 唐山 路南区 河北省唐山市路南区建设北路54号","乙级","1219","化工石化医药（乙级）,社会区域（乙级）,一般项目环境影响报告","","","31","0","31","0"
"267","衡水市环境科学研究院","河北","衡水","桃城区","115.690048","37.739052","河北 衡水 桃城区 河北省衡水市自强路120号","乙级","1220","轻工纺织化纤（乙级）,化工石化医药（乙级）,社会区域（乙级）,一般项目环境影响报告","","","15","0","8","0"
"268","河北辐和环境科技有限公司（河北省辐射环境保护技术咨询中心）","河北","石家庄","桥西区","114.470543","38.040962","河北 石家庄 桥西区 石家庄市桥西区裕华西路106号","乙级","1221","特殊项目环境影响报告表,一般项目环境影响报告表,输变电及 广电通讯（乙级)","","","7","0","7","0"
"269","廊坊市绿杉环保技术服务有限公司（廊坊市环境科学研究院）","河北","廊坊","广阳区","116.715256","39.556396","河北 廊坊 广阳区 河北省廊坊市北凤道200号","乙级","1222","一般项目环境影响报告表,社会区域（乙级）,建材火电（乙级）,化工石化医药（乙级）,轻工纺织化纤（乙级)","","","21","31","21","0"
"270","邢台市环境科学研究院","河北","邢台","桥西区","114.494751","37.085106","河北 邢台 桥西区 河北省邢台市团结大街石油巷7号","乙级","1223","轻工纺织化纤（乙级）,化工石化医药（乙级）,社会区域（乙级）,一般项目环境影响报告","","","1","0","9","0"
"271","石家庄经济学院","河北","石家庄","裕华区","114.555061","38.025902","河北 石家庄 裕华区 河北省石家庄市裕华区槐安东路136号","乙级","1225","一般项目环境影响报告","","","0","0","3","1"
"272","保定市环境保护研究所","河北","保定","新市区","115.485237","38.879948","河北 保定 新市区 河北省保定市新市区东风中路1495号","乙级","1226","轻工纺织化纤（乙级）,化工石化医药（乙级）,社会区域（乙级）,交通运输（乙级）,一般项目环境影响报告","","","0","0","0","0"
"273","河北省工程咨询研究院","河北","石家庄","新华区","114.480988","38.052025","河北 石家庄 新华区 河北省石家庄市新华区华西路19号","乙级","1227","化工石化医药（乙级）,冶金机电（乙级）,建材火电（乙级）,一般项目环境影响报告","","","3","0","7","1"
"274","泊头市环境保护研究所","河北","沧州","泊头市","116.587685","38.091152","河北 沧州 泊头市 河北省沧州市泊头市新兴南街","乙级","1228","一般项目环境影响报告","","","5","0","2","0"
"275","沧州圣力安全与环境科技咨询有限公司（河北万圣环保科技集团有限公司）","河北","沧州","新华区","116.936668","38.285904","河北 沧州 新华区 河北省沧州市新华区开发区渤海路12号","乙级","1229","一般项目环境影响报告","","","3","0","6","0"
"276","唐山赛特尔环境技术有限公司","河北","唐山","路北区","118.184097","39.701534","河北 唐山 路北区 河北省唐山市高新技术开发区创新大厦B座3层","乙级","1230","化工石化医药（乙级）,冶金机电（乙级）,社会区域（乙级）,一般项目环境影响报告","","","15","0","8","0"
"277","河北奇正环境科技有限公司","河北","石家庄","桥西区","114.465874","38.041351","河北 石家庄 桥西区 河北省石家庄市桥西区裕华西路67号省社科院西楼4层","乙级","1231","轻工纺织化纤（乙级）,化工石化医药（乙级）,建材火电（乙级）,交通运输（乙级）,社会区域（乙级）,一般项目环境影响报告","","","49","0","49","0"
"278","中煤邯郸设计工程有限责任公司","河北","邯郸","从台区","114.515686","36.625893","河北 邯郸 从台区 河北省邯郸市丛台区滏河北大街114号","乙级","1232","一般项目环境影响报告","","","5","0","6","0"
"279","河北洁慧环保科技有限公司","河北","保定","高碑店市","115.887787","39.327805","河北 保定 高碑店市 河北省保定市高碑店市文苑路8号","乙级","1233","一般项目环境影响报告","","","0","0","2","0"
"280","任丘市环境保护研究所","河北","沧州","任丘市","116.118217","38.733925","河北 沧州 任丘市 河北省沧州市任丘市京开北道","乙级","1234","一般项目环境影响报告","","","0","8","4","0"
"281","河北洁源安评环保咨询有限公司","河北","石家庄","桥西区","114.460014","38.044811","河北 石家庄 桥西区 河北省石家庄市桥西区西里长青路42号","乙级","1235","一般项目环境影响报告","","","1","0","7","0"
"282","河北嘉诚环境工程有限公司","河北","石家庄","裕华区","114.561241","38.036446","河北 石家庄 裕华区 河北省石家庄市裕华区翟营大街281号","乙级","1236","轻工纺织化纤（乙级）,冶金机电（乙级）,社会区域（乙级）,一般项目环境影响报告","","","16","0","16","1"
"283","河北博鳌项目管理有限公司","河北","石家庄","桥西区","114.458176","38.030163","河北 石家庄 桥西区 河北省石家庄市桥西区友谊南大街126号振头大厦16层","乙级","1237","采掘（乙级）,社会区域（乙级）,冶金机电（乙级）,一般项目环境影响报告","","","10","0","7","1"
"284","保定市益达环境工程技术有限公司","河北","保定","新市区","115.474304","38.908096","河北 保定 新市区 河北省保定市朝阳北大街1178号朝阳龙座A座3楼","乙级","1238","轻工纺织化纤（乙级）,社会区域（乙级）,一般项目环境影响报告","","","0","0","6","0"
"285","河北鑫旺工程建设服务有限公司","河北","石家庄","桥西区","114.479614","38.027634","河北 石家庄 桥西区 河北省石家庄市桥西区广平街10号","乙级","1239","采掘（乙级）,社会区域（乙级）,轻工纺织化纤（乙级）,一般项目环境影响报告","","","27","0","27","0"
"286","河北大学","河北","保定","北市区","115.523262","38.878185","河北 保定 北市区 河北省保定市北市区河北大学化学与环境科学学院","乙级","1240","一般项目环境影响报告","","","1","0","4","0"
"287","河北正奇环境科技有限公司","河北","石家庄","裕华区","114.573196","38.019958","河北 石家庄 裕华区 河北省石家庄市裕华区雅清街30号省环境监测科研大楼","乙级","1241","建材火电（乙级）,化工石化医药（乙级）,一般项目环境影响报告","","","5","0","10","0"
"288","三河市常青环境科技发展有限公司","河北","廊坊","三河市","117.068954","39.990871","河北 廊坊 三河市 河北省廊坊市三河市泃阳西大街112号","乙级","1242","一般项目环境影响报告","","","4","11","2","0"
"289","河北水美环保科技有限公司","河北","石家庄","长安区","114.528610","38.054993","河北 石家庄 长安区 河北省石家庄市长安区广安大街美东国际D座1405室","乙级","1244","轻工纺织化纤（乙级）,采掘（乙级）,一般项目环境影响报告","","","9","0","8","0"
"290","河北众德环保科技有限公司","河北","石家庄","裕华区","114.561256","38.017502","河北 石家庄 裕华区 河北省石家庄市裕华区翟营大街66号联邦东方明珠2号楼4层1127室","乙级","1245","一般项目环境影响报告","","","2","0","7","0"
"291","河北晶淼环境咨询有限公司","河北","石家庄","桥西区","114.487183","38.040829","河北 石家庄 桥西区 河北省石家庄市桥西区裕华西路42号金立方大厦A-1604","乙级","1246","冶金机电（乙级）,一般项目环境影响报告","","","11","0","11","0"
"292","河北十环环境评价服务有限公司","河北","保定","北市区","115.501846","38.872746","河北 保定 北市区 河北省保定市北市区双彩小区23号","乙级","1247","一般项目环境影响报告表,化工石化医药（乙级）,轻工纺织化纤（乙级）,社会区域（乙级)","","","5","0","8","0"
"293","河北德龙环境工程有限公司","河北","保定","新市区","115.488342","38.882030","河北 保定 新市区 河北省保定市新市区阳光北大街139号南楼319房间","乙级","1248","一般项目环境影响报告","","","36","0","36","0"
"294","保定新创环境技术有限公司","河北","保定","徐水县","115.662331","39.024712","河北 保定 徐水县 河北省保定市徐水县永兴路7号","乙级","1249","一般项目环境影响报告","","","0","0","3","0"
"295","石家庄常丰环境工程有限公司","河北","石家庄","新华区","114.479691","38.052795","河北 石家庄 新华区 河北省石家庄市新华区康乐街8号尚德国际703室","乙级","1250","一般项目环境影响报告","","","5","0","3","0"
"296","唐山立业工程技术咨询有限公司","河北","唐山","迁安市","118.704308","40.004417","河北 唐山 迁安市 河北省唐山市迁安市钢城大街2699号","乙级","1251","冶金机电（乙级）,建材火电（乙级）,社会区域（乙级）,一般项目环境影响报告","","","15","0","8","0"
"297","河北汇铭环境科技有限公司","河北","石家庄","长安区","114.569366","38.055454","河北 石家庄 长安区 河北省石家庄市长安区跃进路150号国昆科技2楼 ","乙级","1252","一般项目环境影响报告","","","10","0","6","0"
"298","石家庄华诺安评环境工程技术有限公司","河北","石家庄","桥西区","114.422592","38.039673","河北 石家庄 桥西区 河北省石家庄市裕华西路220号天山观澜1-1-202室","乙级","1253","一般项目环境影响报告","","","0","0","2","0"
"299","河北安亿环境科技有限公司","河北","石家庄","新华区","114.479660","38.052788","河北 石家庄 新华区 河北省石家庄市新华区康乐街8号尚德国际906室","乙级","1254","轻工纺织化纤（乙级）,化工石化医药（乙级）,冶金机电（乙级）,交通运输（乙级）,一般项目环境影响报告","","","5","0","9","0"
"300","唐山德安科技有限公司","河北","唐山","路南区","118.138817","39.626347","河北 唐山 路南区 河北省唐山市路南区国防道96号","乙级","1255","一般项目环境影响报告","","","7","0","4","0"
"301","河北圣洁环境生物科技工程有限公司","河北","石家庄","桥西区","114.466194","38.038490","河北 石家庄 桥西区 河北省石家庄市桥西区红旗大街25号西清公寓1004室","乙级","1256","采掘（乙级）,社会区域（乙级）,一般项目环境影响报告表,特殊项目环境影响报告","","","3","0","8","0"
"302","河北星之光环境科技有限公司","河北","石家庄","桥东区","114.517776","38.026653","河北 石家庄 桥东区 河北省石家庄桥东区建设南大街150号","乙级","1257","一般项目环境影响报告","","","5","0","10","0"
"303","大同市环境保护研究所","山西","大同","城区","113.296257","40.103840","山西 大同 城区 山西省大同市新建北路互助里","乙级","1301","轻工纺织化纤（乙级）,化工石化医药（乙级）,采掘（乙级）,社会区域（乙级）,一般项目环境影响报告","","","26","0","26","1"
"304","山西大学","山西","太原","小店区","112.593719","37.807636","山西 太原 小店区 山西省太原市小店区坞城路92号","乙级","1302","轻工纺织化纤（乙级）,化工石化医药（乙级）,建材火电（乙级）,采掘（乙级）,社会区域（乙级）,一般项目环境影响报告","","","129","0","129","1"
"305","山西省化工设计院","山西","太原","万柏林区","112.535263","37.856583","山西 太原 万柏林区 山西省太原市万柏林区后王街东国巷三号","乙级","1303","轻工纺织化纤（乙级）,化工石化医药（乙级）,冶金机电（乙级）,社会区域（乙级）,一般项目环境影响报告","","","67","0","67","0"
"306","山西省气象科学研究所","山西","太原","迎泽区","112.557251","37.875504","山西 太原 迎泽区 山西省太原市迎泽区新建路65号","乙级","1304","冶金机电（乙级）,建材火电（乙级）,社会区域（乙级）,一般项目环境影响报告","","","10","0","6","0"
"307","山西省水利水电勘测设计研究院","山西","太原","迎泽区","112.533600","37.864300","山西 太原 迎泽区 山西省太原市迎泽西大街39号","乙级","1305","农林水利（乙级）,交通运输（乙级）,一般项目环境影响报告","","","26","0","26","0"
"308","中国能源建设集团山西省电力勘测设计院","山西","太原","迎泽区","112.560577","37.865990","山西 太原 迎泽区 山西省太原市迎泽大街255号","乙级","1306","特殊项目环境影响报告表,一般项目环境影响报告表,采掘（乙级)","","","2","0","6","0"
"309","忻州市环境保护研究所（山西省忻州地区环境保护研究所）","山西","忻州","忻府区","112.744614","38.414619","山西 忻州 忻府区 山西省忻州市忻府区前进街北巷15号","乙级","1308","一般项目环境影响报告表,采掘（乙级）,冶金机电（乙级)","","","88","0","88","0"
"310","山西煤炭管理干部学院","山西","太原","小店区","112.584740","37.807945","山西 太原 小店区 山西省太原市小店区许坦西街29号","乙级","1309","化工石化医药（乙级）,冶金机电（乙级）,采掘（乙级)","","","61","0","61","0"
"311","中国科学院山西煤炭化学研究所","山西","太原","迎泽区","112.550140","37.858139","山西 太原 迎泽区 山西省太原市迎泽区桃园南路27号","乙级","1310","化工石化医药（乙级）,冶金机电（乙级）,一般项目环境影响报告","","","22","0","22","0"
