"stock_code","sname","area","pos_x","pos_y","industry","institutional","lootchips","pricelimit","shareholders","name","ename","register_date","addr_reg","addr_work","market","listing_date","offer_date","stock_type","addr","create_date","id","web_site"
"300482","万孚生物","广东","113.445","23.185","生物科技","8800.00","0.22","0.88","19.80","广州万孚生物技术股份有限公司","Guangzhou Wondfo Biotech Co., Ltd.","1992/11/13","广东省广州市萝岗区科学城荔枝山路8号","广东省广州市萝岗区科学城荔枝山路8号","创业板","2015/6/30","2015/6/19","流通A股","","","",""
"002213","特尔佳","广东","114.074","22.685","汽车零配件（IV）","20600.00","1.37","2.06","19.77","深圳市特尔佳科技股份有限公司","Shenzhen Terca Technology Co., Ltd.","2000/10/25","广东省深圳市南山区科技中二路深圳软件园12#楼301","广东省深圳市宝安区观澜高新技术产业园特尔佳观澜厂区","中小企业板","2008/2/1","2008/1/22","流通A股","","","",""
"603589","口子窖","安徽","116.775","33.9395","酿酒业","60000.00","0.60","6.00","19.76","安徽口子酒业股份有限公司","Anhui Kouzi Distillery Co., Ltd.","2002/12/26","安徽省淮北市三堤口","安徽省淮北市三堤口","上海证券交易所","2015/6/29","2015/6/18","流通A股","","","",""
"300210","森远股份","辽宁","123.088","41.1215","工业机械","26901.11","1.15","2.69","19.76","鞍山森远路桥股份有限公司","Anshan Senyuan Road and Bridge Co., Ltd.","2004/10/25","辽宁省鞍山市鞍千路281号","辽宁省鞍山市鞍千路281号","创业板","2011/4/26","2011/4/18","流通A股","","","",""
"000420","吉林化纤","吉林","126.493","43.9759","通用化工品","71660.33","3.18","7.17","19.67","吉林化纤股份有限公司","Jilin Chemical Fibre Stock Co., Ltd.","1993/5/8","吉林省吉林市昌邑区九站街516-1号","吉林省吉林市九站街516-1号","深圳证券交易所","1996/8/2","1996/7/23","流通A股","","","",""
"300103","达刚路机","陕西","108.891","34.2283","工业机械","21173.40","1.16","2.12","19.56","西安达刚路面机械股份有限公司","Xi'an Dagang Road Machinery Co., Ltd.","2002/5/16","陕西省西安市高新技术产业开发区科技三路60号","陕西省西安市高新区毕原三路10号","创业板","2010/8/12","2010/8/2","流通A股","","","",""
"603669","灵康药业","西藏","113.461","22.6871","制药","26000.00","0.65","2.60","19.53","灵康药业集团股份有限公司","Lionco Pharmaceutical Group Co., Ltd.","2003/12/24","西藏自治区山南地区泽当镇乃东路68号乃东县商住楼第二幢一层","西藏自治区山南地区泽当镇乃东路68号乃东县商住楼第二幢一层","上海证券交易所","2015/5/28","2015/5/20","流通A股","","","",""
"002591","恒大高新","江西","115.982","28.7002","通用化工品","26204.00","1.49","2.62","19.51","江西恒大高新技术股份有限公司","Jiangxi Hengda Hi-tech Co., Ltd.","1994/9/1","江西省南昌市高新区金庐北路88号","江西省南昌市高新区金庐北路88号","中小企业板","2011/6/21","2011/6/10","流通A股","","","",""
"600444","*ST国通","安徽","118.377","32.327","建材与构件","14642.19","1.05","1.46","19.41","安徽国通高新管业股份有限公司","Anhui Guotong Hi-tech Pipes Industry Co., Ltd.","2000/7/21","安徽省合肥市经济技术开发区繁华大道国通工","安徽省合肥市经济技术开发区繁华大道国通工业园","上海证券交易所","2004/2/19","2004/2/4","流通A股","","","",""
"300116","坚瑞消防","陕西","108.892","34.2317","工业机械","50023.76","2.44","5.00","19.36","陕西坚瑞消防股份有限公司","Shaanxi J and R Fire Protection Co., Ltd.","2005/4/30","陕西省西安市高新区科技二路65号6幢10701房","陕西省西安市高新区科技二路65号6幢10701房","创业板","2010/9/2","2010/8/23","流通A股","","","",""
"002200","云投生态","云南","102.791","24.9963","林业","18413.29","1.08","1.84","19.36","云南云投生态环境科技股份有限公司","Yunnan Yuntou Ecology and Environment Technology Co., Ltd.","2001/3/28","云南省昆明市经济技术开发区经浦路6号","云南省昆明市经济技术开发区经浦路6号","中小企业板","2007/12/21","2007/12/7","流通A股","","","",""
"002272","川润股份","四川","103.929","30.8114","工业机械","41970.00","2.65","4.20","19.24","四川川润股份有限公司","Sichuan Crun Co., Ltd.","2007/2/5","四川省自贡市高新工业园区荣川路1号","四川省成都市郫县现代工业港北区港北六路85号","中小企业板","2008/9/19","2008/9/8","流通A股","","","",""
"600812","华北制药","河北","114.541","38.0592","制药","163080.47","2.52","16.31","19.22","华北制药股份有限公司","North China Pharmaceutical Co., Ltd.","1992/8/25","河北省石家庄市和平东路388号","河北省石家庄市和平东路388号","上海证券交易所","1994/1/14","1993/11/8","流通A股","","","",""
"300365","恒华科技","北京","116.415","39.962","软件与计算机服务","17575.90","0.58","1.76","18.99","北京恒华伟业科技股份有限公司","Beijing Forever Technology Co., Ltd.","2000/11/23","北京市西城区德胜门东滨河路11号4号楼3层","北京市西城区德胜门东滨河路11号4号楼3层","创业板","2014/1/23","2014/1/15","流通A股","","","",""
"603108","润达医疗","上海","121.374","30.7397","医疗用品","9412.63","0.24","0.94","18.98","上海润达医疗科技股份有限公司","Shanghai Runda Medical Technology Co., Ltd.","1999/1/6","上海市金山区亭卫南路388号8幢203室","上海市浦东新区向城路58号东方国际科技大厦15楼D室","上海证券交易所","2015/5/27","2015/5/19","流通A股","","","",""
"300385","雪浪环境","江苏","120.301","31.4846","工业机械","12000.00","0.44","1.20","18.85","无锡雪浪环境科技股份有限公司","Wuxi Xuelang Environmental Technology Co., Ltd.","2001/2/12","江苏省无锡市滨湖区太湖街道双新经济园","江苏省无锡市滨湖区太湖街道双新经济园","创业板","2014/6/26","2014/6/18","流通A股","","","",""
"002536","西泵股份","河南","111.508","33.2899","汽车零配件（IV）","11126.93","0.46","1.11","15.58","河南省西峡汽车水泵股份有限公司","Henan Province Xixia Auto-Pump Co., Ltd.","2002/10/15","河南省西峡县工业大道","河南省西峡县工业大道299号","中小企业板","2011/1/11","2010/12/29","流通A股","","","",""
"300344","太空板业","北京","116.292","39.839","建材与构件","24124.80","1.38","2.41","15.51","北京太空板业股份有限公司","Beijing Taikong Panel Industry Corp.","1999/8/25","北京市丰台区科学城中核路1号3号楼12层","北京市丰台区科学城中核路1号3号楼12层","创业板","2012/8/1","2012/7/20","流通A股","","","",""
"300438","鹏辉能源","广东","113.341","22.9031","电子电气组件与设备","8400.00","0.21","0.84","15.47","广州鹏辉能源科技股份有限公司","Guangzhou Great Power Energy&Technology Co., Ltd.","2001/1/18","广东省广州市番禺区沙湾镇市良路(西村段)912号","广东省广州市番禺区沙湾镇市良路(西村段)912号","创业板","2015/4/24","2015/4/16","流通A股","","","",""
"300457","赢合科技","广东","113.988","22.6802","工业机械","11700.00","0.29","1.17","15.43","深圳市赢合科技股份有限公司","Shenzhen Yinghe Technology Co., Ltd.","2006/6/26","广东省深圳市龙华新区大浪办事处同胜社区赢合产业园1栋1-2层、2栋1-3层","广东省深圳市龙华新区大浪办事处同胜社区赢合产业园1栋1-2层、2栋1-3层","创业板","2015/5/14","2015/5/5","流通A股","","","",""
"300448","浩云科技","广东","113.372","22.984","软件","8000.00","0.20","0.80","15.40","广州市浩云安防科技股份有限公司","Guangzhou Haoyun Security Technologies Co., Ltd.","2001/3/8","广东省广州市番禺区东环街番禺大道北555号天安总部中心2号楼","广东省广州市番禺区东环街番禺大道北555号天安总部中心2号楼","创业板","2015/4/24","2015/4/15","流通A股","","","",""
"300446","乐凯新材","河北","115.456","38.8766","特种化工品","6140.00","0.15","0.61","15.20","保定乐凯新材料股份有限公司","Baoding Lucky Innovative Materials Co., Ltd.","2005/2/3","河北省保定市和润路569号","河北省保定市和润路569号","创业板","2015/4/23","2015/4/15","流通A股","","","",""
"300403","地尔汉宇","广东","113.145","22.5663","电子电气组件与设备","13400.00","0.34","1.34","15.13","江门市地尔汉宇电器股份有限公司","Jiangmen iDear-Hanyu Electrical Joint-Stock Co., Ltd.","2002/11/26","广东省江门市高新技术开发区清澜路336号","广东省江门市高新技术开发区清澜路336号","创业板","2014/10/30","2014/10/23","流通A股","","","",""
"603808","歌力思","广东","114.038","22.54","服装与服饰","16564.87","0.40","1.66","15.12","深圳歌力思服饰股份有限公司","Shenzhen Ellassay Fashion Co.,Ltd.","1999/6/8","广东省深圳市福田区车公庙天安创新科技广场A栋1901-1905","广东省深圳市福田区车公庙天安创新科技广场A栋1901-1905","上海证券交易所","2015/4/22","2015/4/14","流通A股","","","",""
"002750","龙津药业","云南","102.821","24.7768","制药","20025.00","0.50","2.00","15.08","昆明龙津药业股份有限公司","Kunming Longjin Pharmaceutical Co., Ltd.","1996/9/16","云南省昆明市高新区科高路2188号","云南省昆明市高新区科高路2188号","中小企业板","2015/3/24","2015/3/12","流通A股","","","",""
"002733","雄韬股份","广东","114.497","22.5785","电子电气组件与设备","30600.00","0.76","3.06","14.96","深圳市雄韬电源科技股份有限公司","Shenzhen Center Power Tech. Co., Ltd.","1994/11/3","广东省深圳市大鹏新区大鹏镇同富工业区雄韬科技园办公楼、1＃、2＃、3＃厂房及9＃厂房南栋1至4层","广东省深圳市大鹏新区大鹏镇同富工业区雄韬科技园办公楼、1＃、2＃、3＃厂房及9＃厂房","中小企业板","2014/12/3","2014/11/24","流通A股","","","",""
"300305","裕兴股份","江苏","119.887","31.8061","特种化工品","14525.50","0.63","1.45","14.81","江苏裕兴薄膜科技股份有限公司","Jiangsu Yuxing Film Technology Co., Ltd.","2004/12/10","江苏省常州市钟楼经济开发区童子河西路8-8","江苏省常州市钟楼经济开发区童子河西路8-8号","创业板","2012/3/29","2012/3/19","流通A股","","","",""
"300283","温州宏丰","浙江","120.867","28.0402","电子电气组件与设备","27624.09","1.27","2.76","14.81","温州宏丰电工合金股份有限公司","Wenzhou Hongfeng Electrical Alloy Co., Ltd.","1997/9/11","浙江省乐清市北白象镇大桥工业区塘下片区","浙江省乐清市北白象镇大桥工业区塘下片区","创业板","2012/1/10","2011/12/28","流通A股","","","",""
"603616","韩建河山","北京","115.961","39.613","建材与构件","14668.00","0.37","1.47","14.75","北京韩建河山管业股份有限公司","Beijing Hanjian Heshan Pipeline Co., Ltd.","2004/7/7","北京市房山区韩村河镇韩村河村大自然新城雅苑商业楼C座3号","北京市房山区韩村河镇韩村河村大自然新城雅苑商业楼C座3号","上海证券交易所","2015/6/11","2015/6/3","流通A股","","","",""
"000020","深华发A","广东","113.911","22.7786","电子电气组件与设备","28316.12","0.65","2.83","14.69","深圳中恒华发股份有限公司","Shenzhen Zhongheng Huafa Co., Ltd.","1992/3/20","广东省深圳市福田区华发北路411幢","广东省深圳市福田区华发北路411栋华发大厦东座六层","深圳证券交易所","1992/4/28","1999/1/20","流通A股","","","",""
"300389","艾比森","广东","114.085","22.6542","电子电气组件与设备","16026.40","0.45","1.60","14.65","深圳市艾比森光电股份有限公司","Shenzhen Absen Optoelectronic Co., Ltd.","2001/8/23","广东省深圳市龙岗区坂田街道雪象社区下雪工业园一号2栋1至5楼","广东省深圳市龙岗区坂田街道雪象社区下雪工业园一号2栋1至5楼","创业板","2014/8/1","2014/7/24","流通A股","","","",""
"300393","中来股份","江苏","120.838","31.5605","电子电气组件与设备","11949.00","0.38","1.19","14.64","苏州中来光伏新材股份有限公司","Jolywood (Suzhou) Sunwatt Co., Ltd.","2008/3/7","江苏省常熟市沙家浜镇常昆工业园区青年路","江苏省常熟市沙家浜镇常昆工业园区青年路","创业板","2014/9/12","2014/8/28","流通A股","","","",""
"002770","科迪乳业","河南","115.95","34.5437","食品生产（IV）","27340.00","0.68","2.73","14.61","河南科迪乳业股份有限公司","Henan Kedi Dairy Co., Ltd.","2005/1/20","河南省虞城县产业集聚区工业大道18号","河南省虞城县产业集聚区工业大道18号","中小企业板","2015/6/30","2015/6/19","流通A股","","","",""
"002745","木林森","广东","113.272","22.5851","电子电气组件与设备","44450.00","0.45","4.45","14.59","木林森股份有限公司","MLS Co., Ltd.","1997/3/3","广东省中山市小榄镇木林森大道1号、中山市小榄镇泰丰工业大道中42号之一","广东省中山市小榄镇木林森大道1号、中山市小榄镇泰丰工业大道中42号之一","中小企业板","2015/2/17","2015/2/10","流通A股","","","",""
"601015","陕西黑猫","陕西","110.488","35.5625","煤炭开采","62000.00","1.20","6.20","14.53","陕西黑猫焦化股份有限公司","Shaanxi Heimao Coking Co., Ltd.","2003/11/18","陕西省韩城市煤化工业园","陕西省韩城市煤化工业园","上海证券交易所","2014/11/5","2014/10/24","流通A股","","","",""
"300419","浩丰科技","北京","116.235","39.9358","综合公共事业","4110.00","0.10","0.41","14.52","北京浩丰创源科技股份有限公司","Beijing Interact Technology Co., Ltd.","2005/12/28","北京市海淀区阜石路甲69号院2号楼6层二单元625","北京市石景山区八角东街65号融科创意中心大厦A座11层","创业板","2015/1/22","2015/1/15","流通A股","","","",""
"300476","胜宏科技","广东","114.524","22.8184","电子电气组件与设备","14667.00","0.37","1.47","14.30","胜宏科技(惠州)股份有限公司","Victory Giant Technology (HuiZhou)Co., Ltd.","2006/7/28","广东省惠州市惠阳区淡水镇新桥村行诚科技园","广东省惠州市惠阳区淡水镇新桥村行诚科技园","创业板","2015/6/11","2015/6/3","流通A股","","","",""
"300121","阳谷华泰","山东","115.773","36.115","特种化工品","28080.00","1.32","2.81","14.26","山东阳谷华泰化工股份有限公司","Shandong Yanggu Huatai Chemical Co., Ltd.","2000/3/23","山东省阳谷县清河西路217号","山东省阳谷县清河西路217号","创业板","2010/9/17","2010/9/6","流通A股","","","",""
"300443","金雷风电","山东","117.827","36.0998","工业机械","5626.00","0.11","0.56","14.22","山东莱芜金雷风电科技股份有限公司","Shandong Laiwu Jinlei Wind Power Technology Co., Ltd.","2006/3/24","山东省莱芜市钢城区里辛镇张家岭村","山东省莱芜市钢城区里辛镇张家岭村","创业板","2015/4/22","2015/4/14","流通A股","","","",""
"300390","天华超净","江苏","120.76","31.3649","特种化工品","11697.00","0.47","1.17","14.21","苏州天华超净科技股份有限公司","Suzhou TA and A Ultra Clean Technology Co., Ltd.","1997/11/13","江苏省苏州市工业园区双马街99号","江苏省苏州市工业园区双马街99号","创业板","2014/7/31","2014/7/23","流通A股","","","",""
"300447","全信股份","江苏","118.843","31.7798","工业机械","8100.00","0.20","0.81","14.11","南京全信传输科技股份有限公司","Nanjing Quanxin Cable Technology Co., Ltd.","2001/9/29","江苏省南京市鼓楼区汉中门大街301号01幢12层","江苏省南京市鼓楼区汉中门大街301号01幢12层","创业板","2015/4/22","2015/4/14","流通A股","","","",""
"300414","中光防雷","四川","103.96","30.7588","通讯设备","16853.00","0.42","1.69","14.01","四川中光防雷科技股份有限公司","Sichuan Zhongguang Lightning Protection Technologies Co., Ltd.","2004/2/18","四川省成都高新区西部园区天宇路19号","四川省成都高新区西部园区天宇路19号","创业板","2015/5/13","2015/5/5","流通A股","","","",""
"300480","光力科技","河南","113.547","34.8023","工业机械","9200.00","0.23","0.92","14.01","郑州光力科技股份有限公司","Zhengzhou Gl Tech Co., Ltd.","1994/1/22","河南省郑州高新开发区长椿路10号","河南省郑州高新开发区长椿路10号","创业板","2015/7/2","2015/6/23","流通A股","","","",""
"300455","康拓红外","北京","116.339","39.9824","计算机服务","14000.00","0.35","1.40","14.00","北京康拓红外技术股份有限公司","Beijing Ctrowell Technology Corporation Limited","2007/9/4","北京市海淀区知春路61号9层","北京市海淀区知春路61号9层","创业板","2015/5/15","2015/5/6","流通A股","","","",""
"002728","台城制药","广东","112.801","22.3013","制药","20000.00","0.59","2.00","13.95","广东台城制药股份有限公司","Guangdong Taicheng Pharmaceutical Co., Ltd.","2002/5/23","广东省台山市北坑工业园","广东省台山市北坑工业园","中小企业板","2014/7/31","2014/7/23","流通A股","","","",""
"002352","鼎泰新材","安徽","118.49","31.6005","有色金属","11674.62","0.61","1.17","13.94","马鞍山鼎泰稀土新材料股份有限公司","Maanshan Dingtai Rare Earth and Hi-tech Materials Co., Ltd.","2007/10/26","安徽省马鞍山市当涂工业园","安徽省马鞍山市当涂工业园","中小企业板","2010/2/5","2010/1/25","流通A股","","","",""
"603869","北部湾旅","广西","109.127","21.4507","旅游业","21624.00","0.54","2.16","13.93","北部湾旅游股份有限公司","Beibu Gulf Tourism Corporation Limited","2006/8/2","广西壮族自治区北海市四川南路铁路桥以南新奥大厦","广西壮族自治区北海市四川南路铁路桥以南新奥大厦","上海证券交易所","2015/3/26","2015/3/12","流通A股","","","",""
"002765","蓝黛传动","重庆","106.224","29.5657","商用运载工具与车辆","20800.00","0.52","2.08","13.89","重庆蓝黛动力传动机械股份有限公司","Chongqing Landai Powertrain Corp., Ltd.","2011/10/18","重庆市璧山区璧泉街道剑山路100号","重庆市璧山区璧泉街道剑山路100号","中小企业板","2015/6/12","2015/6/2","流通A股","","","",""
"300338","开元仪器","湖南","113.096","28.2491","工业机械","25200.00","0.97","2.52","13.85","长沙开元仪器股份有限公司","Changsha Kaiyuan Instruments Co., Ltd.","2000/3/29","湖南省长沙市经济技术开发区开元路172号","湖南省长沙市经济技术开发区开元路172号","创业板","2012/7/26","2012/7/18","流通A股","","","",""
"603998","方盛制药","湖南","112.903","28.227","制药","14173.22","0.35","1.42","13.80","湖南方盛制药股份有限公司","Hunan Fangsheng Pharmaceutical Co., Ltd.","2000/6/15","湖南省长沙市河西麓谷麓天路19号","湖南省长沙市河西麓谷麓天路19号","上海证券交易所","2014/12/5","2014/11/25","流通A股","","","",""
"002715","登云股份","广东","112.188","23.9305","汽车","9200.00","0.52","0.92","13.77","怀集登云汽配股份有限公司","Huaiji Dengyun Auto-parts (Holding) Co., Ltd.","1989/11/8","广东省怀集县怀城镇登云亭","广东省怀集县怀城镇登云亭","中小企业板","2014/2/19","2014/2/11","流通A股","","","",""
"002621","三垒股份","辽宁","121.525","38.8655","工业机械","22500.00","0.56","2.25","13.76","大连三垒机器股份有限公司","Dalian Sunlight Machinery Co., Ltd.","2003/8/29","辽宁省大连高新技术产业园区七贤岭爱贤街33号","辽宁省大连高新技术产业园区七贤岭爱贤街33号","中小企业板","2011/9/29","2011/9/20","流通A股","","","",""
"300422","博世科","广西","108.264","22.8688","综合公共事业","12400.00","0.31","1.24","13.71","广西博世科环保科技股份有限公司","Guangxi Bossco Environmental Protection Technology Co., Ltd.","1999/4/13","广西壮族自治区南宁市高新区科兴路12号","广西壮族自治区南宁市高新区高新五路8号","创业板","2015/2/17","2015/2/10","流通A股","","","",""
"300375","鹏翎股份","天津","117.369","38.8627","通用化工品","18593.20","0.73","1.86","13.70","天津鹏翎胶管股份有限公司","Tianjin Pengling Rubber Hose Co., Ltd.","1988/10/24","天津市滨海新区中塘工业区葛万公路1703号","天津市滨海新区中塘工业区葛万公路1703号","创业板","2014/1/27","2014/1/15","流通A股","","","",""
"300473","德尔股份","辽宁","121.608","42.0166","工业机械","10000.00","0.25","1.00","13.66","阜新德尔汽车部件股份有限公司","Fuxin Dare Automotive Parts Co., Ltd.","2004/11/12","辽宁省阜新市经济开发区E路55号","辽宁省阜新市经济开发区E路55号","创业板","2015/6/12","2015/6/3","流通A股","","","",""
"300449","汉邦高科","北京","116.308","39.967","软件","7070.00","0.18","0.71","13.63","北京汉邦高科数字技术股份有限公司","Beijing Hanbang Technology Corp.","2004/10/9","北京市海淀区长春桥路11号4号楼裙房四层南侧1-12号房间","北京市海淀区长春桥路11号4号楼裙房四层南侧1-12号房间","创业板","2015/4/22","2015/4/13","流通A股","","","",""
"300249","依米康","四川","104.039","30.6125","工业机械","17597.28","0.77","1.76","13.61","四川依米康环境科技股份有限公司","Sichuan Yimikang Environmental Tech. Co., Ltd.","2002/9/12","四川省成都高新区科园南二路二号","四川省成都高新区科园南二路二号","创业板","2011/8/3","2011/7/25","流通A股","","","",""
"603311","金海环境","浙江","120.136","29.8032","电子电气组件与设备","21000.00","0.53","2.10","13.59","浙江金海环境技术股份有限公司","Zhejiang Goldensea Environment Technology Co., Ltd.","1995/7/5","浙江省诸暨市应店街镇工业区","浙江省诸暨市应店街镇工业区","上海证券交易所","2015/5/18","2015/5/7","流通A股","","","",""
"300372","欣泰电气","辽宁","124.45","40.1857","电子电气组件与设备","17155.72","0.90","1.72","13.56","丹东欣泰电气股份有限公司","Dandong Xintai Electric Co., Ltd.","1999/3/23","辽宁省丹东市振安区东平大街159号","辽宁省丹东市振安区东平大街159号","创业板","2014/1/27","2014/1/16","流通A股","","","",""
"300460","惠伦晶体","广东","114.019","22.9098","电子电气组件与设备","16827.42","0.42","1.68","13.44","广东惠伦晶体科技股份有限公司","Guangdong Failong Crystal Technology Co., Ltd.","2002/6/25","广东省东莞市黄江镇东环路鸡啼岗段36号","广东省东莞市黄江镇东环路鸡啼岗段36号","创业板","2015/5/15","2015/5/5","流通A股","","","",""
"603598","引力传媒","北京","116.48","39.9083","互联网","13334.00","0.33","1.33","13.42","引力传媒股份有限公司","Inly Media Co., Ltd","2005/8/10","北京市海淀区阜外亮甲店1号中水园乙3号楼105室","北京市朝阳区西大望路甲12号2、4号楼五层","上海证券交易所","2015/5/27","2015/5/19","流通A股","","","",""
"002713","东易日盛","北京","115.907","39.5863","建筑施工","24968.10","0.62","2.50","13.40","东易日盛家居装饰集团股份有限公司","Dong Yi Ri Sheng Home Decoration Group Co., Ltd.","1996/11/28","北京市房山区长沟镇房易路西侧","北京市朝阳区东大桥路8号尚都国际中心A座20层","中小企业板","2014/2/19","2014/2/11","流通A股","","","",""
"002772","众兴菌业","甘肃","105.661","34.7057","食品生产（IV）","14892.78","0.37","1.49","13.38","天水众兴菌业科技股份有限公司","Tianshui Zhongxing Bio-technology Co., Ltd.","2005/11/18","甘肃省天水市国家农业科技园区","甘肃省天水市国家农业科技园区","中小企业板","2015/6/26","2015/6/17","流通A股","","","",""
"603889","新澳股份","浙江","120.423","30.5415","服装与服饰","16002.00","0.40","1.60","9.54","浙江新澳纺织股份有限公司","Zhejiang Xinao Textiles Inc.","1995/9/8","浙江省桐乡市崇福镇观庄桥","浙江省桐乡市崇福镇观庄桥","上海证券交易所","2014/12/31","2014/12/23","流通A股","","","",""
"002771","真视通","北京","116.358","39.8445","移动通信服务","8000.00","0.20","0.80","13.38","北京真视通科技股份有限公司","Beijing Transtrue Technology Inc.","2000/5/22","北京市丰台区科学城航路9号10层1002号[园区]","北京朝阳区马甸裕民路12号中国际科技会展心B座1008","中小企业板","2015/6/29","2015/6/18","流通A股","","","",""
"300462","华铭智能","上海","121.252","31.0532","工业机械","13776.00","0.34","1.38","9.41","上海华铭智能终端设备股份有限公司","Shanghai Huaming Intelligent Terminal Equipment Co., Ltd.","2001/8/9","上海市松江区茸北工业区施惠路北侧","上海市松江区茸北工业区施惠路北侧","创业板","2015/5/27","2015/5/19","流通A股","","","",""
"300420","五洋科技","江苏","117.175","34.1768","工业机械","8000.00","0.20","0.80","11.63","徐州五洋科技股份有限公司","Xuzhou Wuyang Technology Co., Ltd.","2001/6/22","江苏省徐州市铜山新区银山路东、珠江路北","江苏省徐州市铜山新区银山路东、珠江路北","创业板","2015/2/17","2015/2/10","流通A股","","","",""
"300387","富邦股份","湖北","113.59","30.938","特种化工品","12198.00","0.41","1.22","9.40","湖北富邦科技股份有限公司","Hubei Forbon Technology Co., Ltd.","2007/1/22","湖北省应城市经济技术开发区","湖北省应城市经济技术开发区","创业板","2014/7/2","2014/6/24","流通A股","","","",""
"600758","红阳能源","辽宁","123.425","41.8449","综合公共事业","20768.18","1.15","2.08","13.37","辽宁红阳能源投资股份有限公司","Liaoning Hongyang Energy Resource Invest Co., Ltd.","1993/12/28","辽宁省沈阳市皇姑区黄河南大街96-6号启运大厦4楼","辽宁省沈阳市皇姑区黄河南大街96-6号启运大厦4楼","上海证券交易所","1996/10/29","1996/10/9","流通A股","","","",""
"300391","康跃科技","山东","118.805","36.917","商用运载工具与车辆","16667.50","0.52","1.67","9.28","康跃科技股份有限公司","Kangyue Technology Co., Ltd.","2001/12/24","山东省潍坊市寿光市开发区(原北洛镇政府驻地)","山东省潍坊市寿光市开发区(原北洛镇政府驻地)","创业板","2014/8/1","2014/7/24","流通A股","","","",""
"603199","九华旅游","安徽","117.859","30.6428","旅游业","11068.00","0.28","1.11","11.62","安徽九华山旅游发展股份有限公司","Anhui Jiuhuashan Tourism Development Co., Ltd.","2000/12/27","安徽省池州市九华山风景名胜区九华街","安徽省池州市九华山风景名胜区九华街","上海证券交易所","2015/3/26","2015/3/12","流通A股","","","",""
"002726","龙大肉食","山东","120.773","36.9713","食品生产（IV）","43648.00","1.09","4.36","13.35","山东龙大肉食品股份有限公司","Shandong Longda Meat Foodstuff Co., Ltd.","2003/7/9","山东省莱阳市食品工业园","山东省莱阳市食品工业园","中小企业板","2014/6/26","2014/6/18","流通A股","","","",""
"300487","蓝晓科技","陕西","108.909","34.2127","通用化工品","8000.00","0.20","0.80","9.28","西安蓝晓科技新材料股份有限公司","Sunresin New Materials Co., Ltd, Xi'An","2001/4/5","陕西省西安市高新区科技二路72号天泽大厦南楼四层","陕西省西安市高新区科技二路72号天泽大厦南楼四层","创业板","2015/7/2","2015/6/19","流通A股","","","",""
"603006","联明股份","上海","121.772","31.1447","汽车零配件（IV）","8000.00","0.34","0.80","11.59","上海联明机械股份有限公司","Shanghai Lianming Machinery Co., Ltd.","2003/1/30","上海市浦东新区川沙路905号","上海市浦东新区川沙路905号","上海证券交易所","2014/6/30","2014/6/18","流通A股","","","",""
"603997","继峰股份","浙江","121.706","29.9218","汽车零配件（IV）","42000.00","0.60","4.20","11.54","宁波继峰汽车零部件股份有限公司","Ningbo Jifeng Auto Parts Co., Ltd.","2003/7/11","浙江省宁波市北仑区大?\璎珞河路17号","浙江省宁波市北仑区大?\璎珞河路17号","上海证券交易所","2015/3/2","2015/2/12","流通A股","","","",""
"002732","燕塘乳业","广东","113.523","22.2224","食品生产（IV）","15735.00","0.39","1.57","12.68","广东燕塘乳业股份有限公司","Guangdong Yantang Dairy Co., Ltd.","2002/12/30","广东省广州市天河区沙河燕塘","广东省广州市天河区沙河燕塘","中小企业板","2014/12/5","2014/11/24","流通A股","","","",""
"002761","多喜爱","湖南","112.896","28.2162","服装与服饰","12000.00","0.30","1.20","11.40","多喜爱家纺股份有限公司","Dohia Home Textile Co.,Ltd.","2006/12/21","湖南省长沙市岳麓区麓谷大道627号长海创业基地南二层","湖南省长沙市营盘路296号元盛大厦六楼","中小企业板","2015/6/10","2015/6/2","流通A股","","","",""
"300452","山河药辅","安徽","117.074","32.6716","制药","4640.00","0.12","0.46","9.27","安徽山河药用辅料股份有限公司","Anhui Sunhere Pharmaceutical Excipients Co., Ltd.","2001/4/27","安徽省淮南经济技术开发区","安徽省淮南经济技术开发区","创业板","2015/5/15","2015/5/5","流通A股","","","",""
"300475","聚隆科技","安徽","118.984","30.6121","电子电气组件与设备","20000.00","0.50","2.00","13.33","安徽聚隆传动科技股份有限公司","Anhui Julong Transmission Technology Co., Ltd.","1998/9/16","安徽省宣城宁国经济技术开发区创业北路16号","安徽省宣城宁国经济技术开发区创业北路16号","创业板","2015/6/10","2015/6/2","流通A股","","","",""
"300260","新莱应材","江苏","121.04","31.3313","工业机械","10005.00","0.47","1.00","11.31","昆山新莱洁净应用材料股份有限公司","Kunshan Kinglai Hygienic Materials Co., Ltd.","2000/7/12","江苏省昆山市陆家镇陆丰西路22号","江苏省昆山市陆家镇陆丰西路22号","创业板","2011/9/6","2011/8/23","流通A股","","","",""
"603558","健盛集团","浙江","120.267","30.2148","服装与服饰","30000.00","0.75","3.00","12.67","浙江健盛集团股份有限公司","ZheJiang Jasan Holding Group Co., Ltd.","1993/12/6","浙江省杭州市萧山经济开发区金一路111号","浙江省杭州市萧山经济开发区金一路111号","上海证券交易所","2015/1/27","2015/1/15","流通A股","","","",""
"002723","金莱特","广东","113.018","22.6743","电子电气组件与设备","18670.00","0.61","1.87","11.13","广东金莱特电器股份有限公司","Kennede Electronics MFG. Co., Ltd.","2007/11/29","广东省江门市蓬江区棠下镇金桐路21号","广东省江门市蓬江区棠下镇金桐路21号","中小企业板","2014/1/29","2014/1/20","流通A股","","","",""
